week,TREAT,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT,OTHER,Syrphidae,Ichneumonoidea,Chalcidoidea,Lepidoptera,Orthoptera,TRAPS
31,5,1,Old21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,2,78,0,0,6
31,5,2,New21,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,14,0,0,0,0,2,9,305,0,0,6
31,5,3,Old21,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,12,2,0,0,0,4,4,110,0,0,6
31,5,4,New21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,1,0,2,3,91,0,0,6
31,5,5,Old21,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,9,1,0,0,0,0,4,104,0,0,6
31,6,1,Old21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,16,1,0,0,0,0,4,144,0,0,6
31,6,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,4,12,239,0,0,6
31,6,3,Old21,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,9,1,0,0,0,3,6,116,0,0,6
31,6,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,4,7,246,0,0,6
31,6,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,2,13,136,0,0,6
31,7,1,Old21,0,0,0,0,0,0,1,0,9,0,0,0,2,0,1,11,0,0,0,0,1,4,95,0,0,6
31,7,2,New21,0,0,1,1,0,0,0,0,10,0,0,1,0,2,0,10,6,0,0,0,0,9,124,0,0,6
31,7,3,Old21,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,12,2,0,0,0,0,2,76,2,0,6
31,7,4,New21,0,1,2,0,0,0,0,0,8,0,0,2,1,1,0,16,5,0,0,0,1,6,94,0,0,6
31,7,5,Old21,0,2,1,0,0,0,0,0,9,0,0,1,1,1,1,14,3,1,0,0,1,11,63,0,0,6
31,CF,1,Old21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,9,17,0,0,3
31,CF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,9,23,0,0,3
31,CF,3,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,14,25,0,0,3
31,CF,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,33,0,0,3
31,CF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,5,27,0,0,3
31,DF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,3
31,DF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,25,0,0,3
31,DF,3,Old21,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,8,0,0,0,6,25,0,0,3
31,DF,4,New21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,1,6,6,0,0,3
31,DF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,4,13,0,0,3
31,SF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,0,0,3
31,SF,2,New21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,3,22,0,0,3
31,SF,3,Old21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,15,22,0,0,3
31,SF,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,5,18,0,0,3
31,SF,5,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,11,0,0,3
33,1,1,Old21,0,0,0,1,0,0,2,0,27,0,0,0,1,3,8,8,7,0,0,0,0,2,148,0,0,6
33,1,2,New21,0,0,0,0,0,0,1,0,35,0,0,0,0,0,3,10,2,0,0,0,0,4,210,4,0,6
33,1,3,Old21,0,0,1,0,0,0,1,0,36,0,0,0,1,6,8,11,2,0,0,0,1,1,131,1,0,6
33,1,4,New21,0,0,0,1,0,0,0,0,25,0,0,0,0,3,6,12,4,0,0,0,0,4,186,0,0,6
33,1,5,Old21,0,1,0,0,0,0,1,0,31,0,0,0,0,5,2,8,2,0,0,0,0,3,177,0,0,6
33,2,1,Old21,0,0,1,0,0,0,0,0,47,0,0,0,0,4,11,6,5,0,0,0,1,3,214,1,0,6
33,2,2,New21,0,0,2,1,0,0,0,0,28,0,0,0,0,3,9,9,11,0,0,0,1,3,286,0,0,6
33,2,3,Old21,0,0,1,0,0,0,0,0,28,0,0,0,0,3,13,6,2,0,0,0,0,6,229,0,0,6
33,2,4,New21,0,0,2,0,0,0,0,0,46,0,0,1,1,3,13,8,4,0,0,0,3,5,376,1,0,6
33,2,5,Old21,0,0,0,0,0,0,0,0,42,0,0,0,0,1,8,7,3,0,0,0,1,1,254,3,0,6
33,3,1,Old21,0,0,0,0,0,0,0,0,39,0,0,0,0,0,13,20,8,0,0,0,1,9,428,1,1,6
33,3,2,New21,0,0,0,0,0,0,0,0,32,0,0,0,0,1,17,11,4,0,0,0,0,2,524,1,0,6
33,3,3,Old21,0,0,0,0,0,0,0,0,36,0,0,0,0,1,17,14,1,0,0,0,1,2,384,1,0,6
33,3,4,New21,0,0,0,0,0,0,0,0,32,0,0,0,1,0,20,14,4,0,0,0,2,4,627,0,1,6
33,3,5,Old21,0,0,0,0,0,0,0,0,20,0,0,1,1,0,22,11,9,0,0,0,0,3,558,0,0,6
33,4,1,Old21,0,0,3,1,0,0,0,0,10,0,0,0,0,0,14,11,6,0,0,0,1,3,325,2,0,6
33,4,2,New21,0,0,0,1,0,0,0,0,5,0,0,0,0,0,10,2,2,0,0,0,6,2,269,3,0,6
33,4,3,Old21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,2,12,0,0,0,0,0,301,0,0,6
33,4,4,New21,0,0,0,0,0,0,0,0,10,0,0,0,0,1,25,7,7,0,0,0,0,3,308,0,0,6
33,4,5,Old21,0,0,0,0,0,0,0,0,18,0,0,2,0,0,16,11,18,0,0,0,0,1,261,0,0,6
33,5,1,Old21,0,0,1,0,0,0,0,0,10,0,0,1,0,2,6,5,2,0,0,0,0,2,365,0,0,6
33,5,2,New21,0,0,0,1,0,0,0,0,12,0,0,0,0,0,12,5,1,0,0,0,0,9,573,0,2,6
33,5,3,Old21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,5,1,0,0,0,0,10,384,1,0,6
33,5,4,New21,0,0,1,0,0,0,0,0,13,0,0,1,0,0,18,11,1,0,0,0,1,10,585,0,1,6
33,5,5,Old21,0,0,0,0,0,0,1,0,7,0,0,0,0,0,5,8,3,0,0,0,0,9,189,0,1,6
33,6,1,Old21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,13,0,0,0,0,3,437,1,0,6
33,6,2,New21,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10,4,5,0,0,0,1,4,688,1,0,6
33,6,3,Old21,0,0,0,0,0,0,1,0,2,1,0,0,0,1,8,4,3,0,0,0,0,4,327,60,0,6
33,6,4,New21,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,3,4,0,0,0,2,4,628,1,0,6
33,6,5,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,7,0,0,0,0,5,639,0,0,6
33,7,1,Old21,0,0,0,0,0,0,2,0,15,0,0,0,0,0,7,11,5,2,0,0,0,13,191,0,0,6
33,7,2,New21,0,0,0,0,0,0,0,0,5,0,0,0,0,1,17,5,5,0,0,0,1,9,684,0,0,6
33,7,3,Old21,0,0,0,1,0,0,1,0,11,0,0,0,1,4,17,8,2,3,1,0,0,12,465,0,0,6
33,7,4,New21,0,0,1,0,0,0,0,0,7,0,0,0,0,2,29,9,4,0,0,0,0,8,504,1,0,6
33,7,5,Old21,0,0,1,0,0,0,1,0,7,1,0,0,0,1,12,12,3,1,0,0,0,5,506,0,0,6
33,CF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,4,21,0,0,3
33,CF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,8,32,0,0,3
33,CF,3,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,5,3,14,0,0,3
33,CF,4,New21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,0,3,3,17,0,0,3
33,CF,5,Old21,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2,9,0,0,3
33,DF,1,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,1,7,15,0,0,3
33,DF,2,New21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,1,10,20,0,0,3
33,DF,3,Old21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,21,0,0,0,5,16,0,0,3
33,DF,4,New21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,7,26,0,0,3
33,DF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,27,0,0,3
33,SF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,2,15,0,0,3
33,SF,2,New21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,3,5,70,0,0,3
33,SF,3,Old21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,3,56,0,0,3
33,SF,4,New21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,3,32,0,0,3
33,SF,5,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,23,0,0,3
