"DATE","DOY","week","TREAT","REP","STATION","ABIPN","BURSI","C7","CMAC","CSTIG","CTRIF","CYCSP","H13","HAXY","HCONV","HGLAC","HPARN","HVAR","PQUA","CANTHARID","LAMPY","LCW","MECOP","X20SPOT"
"7/30/2020",212,31,"2",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"2",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"2",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8/13/2020",226,33,"2",2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/13/2020",226,33,"2",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6/18/2020",170,25,"2",3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"2",3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"7/16/2020",198,29,"2",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"2",3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9/3/2020",247,36,"2",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"7/30/2020",212,31,"2",4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"2",4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"7/16/2020",198,29,"2",4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7/30/2020",212,31,"2",4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"7/30/2020",212,31,"2",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"2",4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"2",5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"2",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"2",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"2",6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"2",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"2",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"2",6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/13/2020",226,33,"2",6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"2",6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"2",6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0
"7/30/2020",212,31,"2",6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"2",6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"2",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7/16/2020",198,29,"2",6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"7/30/2020",212,31,"2",6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"2",6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"2",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"2",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"3",1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"7/30/2020",212,31,"3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/27/2020",240,35,"3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"3",1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",1,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",1,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",1,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"7/30/2020",212,31,"3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/13/2020",226,33,"3",2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"7/16/2020",198,29,"3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"3",2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"3",2,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",2,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"7/16/2020",198,29,"3",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"3",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
