"DATE","DOY","week","is.collected","TREAT","REP","STATION","ABIPN","BURSI","C7","CMAC","CSTIG","CTRIF","CYCSP","H13","HAXY","HCONV","HGLAC","HPARN","HVAR","PQUA","CANTHARID","LAMPY","LCW","MECOP","X20SPOT","X","cumABIPN","cumBURSI","cumC7","cumCMAC","cumCSTIG","cumCTRIF","cumCYCSP","cumH13","cumHAXY","cumHCONV","cumHGLAC","cumHPARN","cumHVAR","cumPQUA","cumCANTHARID","cumLAMPY","cumLCW","cumMECOP","cumX20SPOT"
"7/1/2020",183,27,"yes","1","5","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","5","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"yes","1","5","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","5","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"8/27/2020",240,35,"yes","1","5","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6/18/2020",170,25,"yes","1","5","4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","5","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","5","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","1","5","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","5","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","1","5","4",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","5","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","5","5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7/30/2020",212,31,"yes","1","5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"8/13/2020",226,33,"yes","1","5","5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"8/27/2020",240,35,"yes","1","5","5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","6","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","6","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7/30/2020",212,31,"yes","1","6","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","6","1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","1","6","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"yes","1","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","1","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","6","2",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/27/2020",240,35,"yes","1","6","2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","6","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","6","3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","6","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"yes","1","6","3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","6","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","1","6","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"7/30/2020",212,31,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","1","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","1","6","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","1","6","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","1","6","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","1","6","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","1","6","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"yes","1","6","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","1","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"yes","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"7/30/2020",212,31,"yes","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"yes","2","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","1","1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","1","2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","1","2",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","1","2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","1","2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"yes","2","1","2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","1","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","1","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","1","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","1","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"yes","2","1","3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","1","3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/27/2020",240,35,"yes","2","1","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","1","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","1","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","1","4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"yes","2","1","4",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","1","4",0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","1","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","1","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","1","5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"yes","2","1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","1","5",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","2","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","2","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","2","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","2","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","2","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","2","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","2","2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","2","2",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","2","2",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","2","2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","2","3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","2","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","2","4",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","2","4",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","2","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","2","4",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","2","4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","2","4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","2","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","2","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","2","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","2","5",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8/13/2020",226,33,"yes","2","2","5",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","2","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","3","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","3","1",0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/13/2020",226,33,"yes","2","3","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","3","2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","3","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"yes","2","3","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","3","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","3","2",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","3","2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","3","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","3","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","3","3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","3","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","3","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"7/16/2020",198,29,"yes","2","3","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"yes","2","3","4",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"yes","2","3","4",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"yes","2","3","4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"yes","2","3","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"yes","2","3","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"yes","2","3","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"yes","2","3","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
